,Gender,Married,Age,Graduated,Profession,WorkExperience,SpendingScore,FamilySize,Category
0,1.0,0.0,0.05633802816901412,0.0,0.5555555555555556,0.07142857142857142,1.0,0.375,0.42857142857142855
1,0.0,1.0,0.2816901408450705,1.0,0.2222222222222222,0.07142857142857142,0.0,0.25,0.42857142857142855
2,0.0,1.0,0.6901408450704226,1.0,0.2222222222222222,0.07142857142857142,1.0,0.0,0.7142857142857142
3,1.0,1.0,0.6901408450704226,1.0,0.7777777777777777,0.0,0.5,0.125,0.7142857142857142
4,0.0,1.0,0.3098591549295775,1.0,0.3333333333333333,0.07142857142857142,0.5,0.625,0.7142857142857142
5,1.0,1.0,0.5352112676056339,0.0,0.0,0.0,0.0,0.125,0.7142857142857142
6,1.0,0.0,0.1971830985915493,1.0,0.5555555555555556,0.07142857142857142,1.0,0.25,0.7142857142857142
7,0.0,0.0,0.2112676056338028,1.0,0.5555555555555556,0.07142857142857142,1.0,0.25,0.7142857142857142
8,0.0,1.0,0.6056338028169014,1.0,0.2222222222222222,0.0,1.0,0.25,0.8571428571428571
9,0.0,1.0,0.5211267605633803,1.0,0.0,0.07142857142857142,0.0,0.375,0.7142857142857142
10,0.0,0.0,0.11267605633802819,1.0,0.2222222222222222,0.07142857142857142,1.0,0.25,0.7142857142857142
11,1.0,0.0,0.014084507042253558,0.0,0.5555555555555556,0.2857142857142857,1.0,0.375,0.42857142857142855
12,0.0,0.0,0.014084507042253558,0.0,0.4444444444444444,0.0,1.0,0.125,0.2857142857142857
13,1.0,1.0,0.7323943661971831,0.0,0.7777777777777777,0.07142857142857142,1.0,0.0,0.7142857142857142
14,0.0,1.0,0.5633802816901409,0.0,0.1111111111111111,0.0,1.0,0.0,0.2857142857142857
15,0.0,0.0,0.323943661971831,0.0,0.5555555555555556,0.07142857142857142,1.0,0.125,0.0
16,0.0,0.0,0.1971830985915493,0.0,0.6666666666666666,0.6428571428571428,1.0,0.5,0.2857142857142857
17,1.0,0.0,0.1830985915492958,0.0,0.5555555555555556,0.07142857142857142,1.0,0.625,0.7142857142857142
18,1.0,1.0,0.5633802816901409,1.0,0.3333333333333333,0.07142857142857142,0.0,0.375,0.7142857142857142
19,0.0,1.0,0.8591549295774649,1.0,0.0,0.0,0.5,0.0,0.7142857142857142
20,1.0,1.0,0.43661971830985913,1.0,0.6666666666666666,0.8571428571428571,1.0,0.0,0.2857142857142857
21,0.0,0.0,0.0,0.0,0.5555555555555556,0.21428571428571427,1.0,0.375,0.7142857142857142
22,1.0,1.0,0.2112676056338028,1.0,0.0,0.9285714285714285,1.0,0.125,0.2857142857142857
23,0.0,0.0,0.2535211267605634,1.0,0.0,0.3571428571428571,1.0,0.125,0.7142857142857142
24,0.0,0.5,0.5633802816901409,0.0,0.4444444444444444,0.07142857142857142,0.0,0.25,0.2857142857142857
25,1.0,1.0,0.5352112676056339,0.0,0.0,0.07142857142857142,0.0,0.25,0.7142857142857142
26,1.0,0.0,0.1830985915492958,0.0,0.5555555555555556,0.6428571428571428,1.0,0.875,0.42857142857142855
27,1.0,1.0,0.43661971830985913,1.0,0.0,0.07142857142857142,0.0,0.25,0.7142857142857142
28,1.0,0.0,0.23943661971830987,1.0,0.0,0.0,1.0,0.0,0.7142857142857142
29,0.0,0.0,0.23943661971830987,0.0,0.0,0.3571428571428571,1.0,0.375,0.7142857142857142
30,0.0,1.0,0.3802816901408451,1.0,0.0,0.0,1.0,0.25,0.7142857142857142
31,0.0,1.0,0.3380281690140845,0.0,0.1111111111111111,0.07142857142857142,1.0,0.125,0.42857142857142855
32,1.0,0.0,0.014084507042253558,0.0,0.5555555555555556,0.07142857142857142,1.0,0.25,0.14285714285714285
33,1.0,0.0,0.11267605633802819,0.0,0.6666666666666666,0.6428571428571428,1.0,0.125,0.7142857142857142
34,0.0,1.0,0.9154929577464789,0.0,0.7777777777777777,0.07142857142857142,0.5,0.125,0.7142857142857142
35,0.0,0.0,0.1267605633802817,1.0,0.5555555555555556,0.21428571428571427,1.0,0.375,0.0
36,1.0,0.0,0.1971830985915493,0.0,0.1111111111111111,0.3571428571428571,1.0,0.0,0.42857142857142855
37,0.0,1.0,0.14084507042253525,0.0,0.5555555555555556,0.07142857142857142,0.0,0.5,0.2857142857142857
38,0.0,1.0,0.14084507042253525,1.0,0.0,0.5714285714285714,1.0,0.125,0.7142857142857142
39,1.0,1.0,0.5352112676056339,1.0,0.0,0.07142857142857142,0.0,0.125,0.7142857142857142
40,0.0,0.0,0.4084507042253521,1.0,0.0,0.2857142857142857,1.0,0.0,0.7142857142857142
41,0.0,0.0,0.05633802816901412,0.0,0.5555555555555556,0.0,1.0,0.125,0.7142857142857142
42,0.0,0.0,0.1267605633802817,1.0,0.0,1.0,1.0,0.25,0.7142857142857142
43,0.0,1.0,0.43661971830985913,1.0,0.0,0.07142857142857142,1.0,0.125,1.0
44,1.0,1.0,0.3098591549295775,0.0,0.2222222222222222,0.5714285714285714,1.0,0.0,0.7142857142857142
45,0.0,1.0,0.8591549295774649,0.0,0.7777777777777777,0.07142857142857142,0.5,0.125,0.7142857142857142
46,1.0,1.0,0.323943661971831,1.0,0.0,0.0,0.0,0.375,0.42857142857142855
47,0.0,0.0,0.15492957746478875,1.0,0.5555555555555556,0.07142857142857142,1.0,0.0,0.8571428571428571
48,1.0,0.0,0.014084507042253558,0.0,0.5555555555555556,0.0,1.0,0.375,0.7142857142857142
49,0.0,0.0,0.3802816901408451,1.0,0.2222222222222222,0.07142857142857142,1.0,0.0,0.7142857142857142
50,0.0,1.0,0.6056338028169014,0.0,0.0,0.07142857142857142,0.0,0.125,0.14285714285714285
51,0.0,1.0,0.2535211267605634,1.0,0.0,0.07142857142857142,0.0,0.125,0.7142857142857142
52,1.0,1.0,0.3098591549295775,1.0,0.0,0.07142857142857142,1.0,0.0,0.2857142857142857
53,0.0,1.0,0.5492957746478874,1.0,0.3333333333333333,0.0,0.0,0.125,0.7142857142857142
54,1.0,1.0,0.8169014084507044,0.0,0.8888888888888888,0.07142857142857142,1.0,0.0,0.42857142857142855
55,1.0,1.0,0.1971830985915493,1.0,0.0,1.0,0.0,0.125,0.7142857142857142
56,1.0,0.0,0.09859154929577468,1.0,0.5555555555555556,0.6428571428571428,1.0,0.375,0.7142857142857142
57,1.0,0.0,0.1971830985915493,0.5,0.1111111111111111,0.5714285714285714,1.0,0.125,0.7142857142857142
58,0.0,1.0,0.3802816901408451,1.0,0.0,0.07142857142857142,0.0,0.25,0.2857142857142857
59,1.0,1.0,0.7605633802816901,1.0,0.7777777777777777,0.07142857142857142,1.0,0.125,0.42857142857142855
60,1.0,1.0,0.4225352112676056,1.0,0.0,0.0,0.0,0.125,0.7142857142857142
61,1.0,1.0,0.5211267605633803,1.0,0.0,0.6428571428571428,0.0,0.125,0.0
62,1.0,1.0,0.7887323943661971,1.0,0.7777777777777777,0.0,0.5,0.25,0.7142857142857142
63,1.0,1.0,0.5352112676056339,1.0,0.7777777777777777,0.07142857142857142,0.5,0.125,0.7142857142857142
64,1.0,1.0,0.5774647887323944,1.0,0.7777777777777777,0.5,0.5,0.125,0.7142857142857142
65,1.0,0.0,0.09859154929577468,1.0,0.3333333333333333,0.0,1.0,0.125,0.7142857142857142
66,1.0,1.0,0.1830985915492958,1.0,0.1111111111111111,0.0,0.0,0.125,0.7142857142857142
67,1.0,0.0,0.1267605633802817,0.0,0.0,0.5714285714285714,1.0,0.375,0.7142857142857142
68,1.0,1.0,0.5492957746478874,1.0,0.0,0.0,0.0,0.375,0.7142857142857142
69,0.0,1.0,0.295774647887324,1.0,0.6666666666666666,0.07142857142857142,0.5,0.125,0.7142857142857142
70,1.0,1.0,0.1267605633802817,1.0,0.5555555555555556,0.5714285714285714,1.0,0.125,0.7142857142857142
71,0.0,1.0,0.46478873239436624,1.0,0.3333333333333333,0.5714285714285714,0.0,0.125,0.7142857142857142
72,0.0,1.0,0.4084507042253521,0.0,0.0,0.0,0.0,0.5,0.7142857142857142
73,0.0,0.0,0.2112676056338028,0.0,0.5555555555555556,0.5714285714285714,1.0,0.375,0.7142857142857142
74,1.0,1.0,0.5352112676056339,1.0,0.0,0.0,0.0,0.375,0.7142857142857142
75,0.0,0.0,0.2112676056338028,0.0,0.6666666666666666,0.0,1.0,0.25,0.7142857142857142
76,0.0,0.0,0.2535211267605634,1.0,0.1111111111111111,0.0,1.0,0.125,0.7142857142857142
77,1.0,1.0,0.46478873239436624,0.0,0.0,0.2857142857142857,1.0,0.25,0.42857142857142855
78,1.0,1.0,0.3802816901408451,1.0,0.2222222222222222,0.14285714285714285,0.0,0.125,0.7142857142857142
79,0.0,0.0,0.43661971830985913,1.0,1.0,0.07142857142857142,1.0,0.0,0.7142857142857142
80,1.0,0.0,0.16901408450704225,0.0,0.5555555555555556,0.0,1.0,0.375,0.7142857142857142
81,0.0,0.0,0.11267605633802819,0.0,0.5555555555555556,0.42857142857142855,1.0,0.25,0.5714285714285714
82,1.0,1.0,0.6338028169014085,1.0,0.0,0.5714285714285714,1.0,0.0,0.7142857142857142
83,1.0,1.0,0.23943661971830987,0.0,0.3333333333333333,0.5714285714285714,0.0,0.375,0.2857142857142857
84,0.0,0.0,0.014084507042253558,0.0,0.8888888888888888,0.07142857142857142,1.0,0.25,0.42857142857142855
85,1.0,0.0,0.1971830985915493,0.0,0.5555555555555556,0.5,1.0,0.5,0.7142857142857142
86,1.0,1.0,0.47887323943661975,1.0,0.0,0.0,0.0,0.25,0.7142857142857142
87,0.0,1.0,0.2535211267605634,1.0,0.0,0.3571428571428571,1.0,0.125,0.7142857142857142
88,0.0,0.0,0.3380281690140845,0.0,0.3333333333333333,0.5,1.0,0.25,0.42857142857142855
89,1.0,1.0,0.3098591549295775,0.0,0.1111111111111111,0.0,0.0,0.125,0.2857142857142857
90,1.0,0.0,0.295774647887324,1.0,0.3333333333333333,0.0,1.0,0.25,0.0
91,0.0,1.0,0.4084507042253521,1.0,0.0,0.07142857142857142,0.0,0.375,0.2857142857142857
92,0.0,1.0,0.6056338028169014,1.0,0.0,0.07142857142857142,0.5,0.125,0.7142857142857142
93,1.0,1.0,0.1971830985915493,0.0,0.3333333333333333,0.07142857142857142,1.0,0.125,0.2857142857142857
94,1.0,1.0,0.5211267605633803,0.0,0.0,0.0,1.0,0.0,0.7142857142857142
95,1.0,1.0,0.5633802816901409,1.0,0.0,0.07142857142857142,0.0,0.0,0.7142857142857142
96,0.0,0.0,0.2816901408450705,1.0,0.0,0.0,1.0,0.0,0.7142857142857142
97,1.0,1.0,0.6338028169014085,1.0,0.0,0.0,0.5,0.125,0.7142857142857142
98,1.0,1.0,0.5633802816901409,1.0,0.1111111111111111,0.07142857142857142,0.0,0.125,0.7142857142857142
99,1.0,1.0,0.16901408450704225,0.0,0.2222222222222222,0.21428571428571427,0.0,0.25,0.42857142857142855
100,1.0,1.0,0.5915492957746479,1.0,0.0,0.0,0.0,0.375,0.7142857142857142
101,1.0,1.0,0.7042253521126761,0.0,0.4444444444444444,0.07142857142857142,0.5,0.75,0.7142857142857142
102,1.0,1.0,0.47887323943661975,0.0,0.0,0.0,1.0,0.25,0.42857142857142855
103,1.0,1.0,0.2816901408450705,0.0,0.4444444444444444,0.0,0.5,0.5,0.7142857142857142
104,0.0,1.0,0.23943661971830987,1.0,0.5555555555555556,0.7142857142857142,1.0,0.125,0.7142857142857142
105,1.0,0.0,0.0,0.0,0.1111111111111111,0.07142857142857142,1.0,0.125,0.7142857142857142
106,1.0,1.0,0.16901408450704225,1.0,0.6666666666666666,0.21428571428571427,1.0,0.125,0.0
107,1.0,0.0,0.9577464788732394,0.0,0.7777777777777777,0.07142857142857142,1.0,0.0,0.7142857142857142
108,0.0,0.5,0.014084507042253558,0.0,0.5555555555555556,0.42857142857142855,1.0,0.5,0.2857142857142857
109,1.0,0.0,0.09859154929577468,0.0,0.5555555555555556,0.6428571428571428,1.0,0.25,0.7142857142857142
110,1.0,1.0,0.5774647887323944,1.0,0.3333333333333333,0.07142857142857142,1.0,0.375,0.42857142857142855
111,0.0,0.0,0.295774647887324,1.0,0.0,0.0,1.0,0.0,0.7142857142857142
112,0.0,1.0,0.45070422535211274,1.0,0.1111111111111111,0.07142857142857142,1.0,0.125,0.7142857142857142
113,1.0,0.0,0.4084507042253521,1.0,0.0,0.07142857142857142,1.0,0.0,0.7142857142857142
114,1.0,1.0,0.352112676056338,1.0,0.4444444444444444,0.0,0.5,0.25,0.7142857142857142
115,1.0,1.0,0.2535211267605634,0.0,0.4444444444444444,0.5714285714285714,0.0,0.375,0.0
116,1.0,1.0,0.8732394366197184,0.0,0.7777777777777777,0.07142857142857142,1.0,0.0,0.7142857142857142
117,1.0,0.0,0.2535211267605634,1.0,0.0,0.0,1.0,0.125,0.14285714285714285
118,1.0,0.0,0.1267605633802817,0.0,1.0,0.14285714285714285,1.0,0.75,0.42857142857142855
119,0.0,1.0,0.2676056338028169,1.0,0.0,0.07142857142857142,0.5,0.125,0.8571428571428571
120,1.0,1.0,0.3943661971830986,1.0,0.4444444444444444,0.0,0.5,0.25,0.7142857142857142
121,1.0,1.0,0.5211267605633803,0.0,0.4444444444444444,0.07142857142857142,0.5,0.375,0.2857142857142857
122,0.0,1.0,0.4084507042253521,0.0,0.2222222222222222,0.6428571428571428,0.0,0.375,0.42857142857142855
123,0.0,0.0,0.14084507042253525,1.0,0.5555555555555556,0.07142857142857142,1.0,0.25,0.2857142857142857
124,1.0,1.0,0.295774647887324,0.0,0.3333333333333333,0.6428571428571428,1.0,0.125,0.2857142857142857
125,0.0,1.0,0.1267605633802817,0.0,0.8888888888888888,0.07142857142857142,1.0,0.125,0.7142857142857142
126,0.0,1.0,0.3380281690140845,0.0,0.2222222222222222,0.0,1.0,0.125,0.7142857142857142
127,1.0,1.0,0.7605633802816901,1.0,0.0,0.0,0.0,0.125,0.7142857142857142
